Run,ColdFuelCostUsd,HybridFuelCostUsd,ColdOutageCostUsd,HybridOutageCostUsd,MeanAnnualNetBenefitUsd,NPV,PI,IRR,SimplePaybackYears,DiscountedPaybackYears
834,131471.99999979802,99654.61399222983,0.0,306.24,3551.114600756816,2056.8488497388416,1.1371232566492562,0.1956403540930929,4.277696564948925,7.757786250233014
835,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
836,131471.99999979802,99693.06043963107,0.0,232.32,3554.6619560166932,2085.6032436017395,1.1390402162401159,0.19615827298951216,4.262125232646522,7.729446309512342
837,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
838,131471.99999979802,99717.6963068539,0.0,154.88,3559.9423692944088,2123.2952559444025,1.1415530170629602,0.19682984879909496,4.24397628338991,7.69357489100966
839,131471.99999979802,99769.98516645706,0.0,0.0,3570.201483334093,2197.2193890777057,1.1464812926051804,0.19814990856886533,4.207951360684259,7.622857882250257
840,131471.99999979802,99741.0606630206,0.0,77.44,3565.3499336777395,2161.6025123198024,1.1441068341546534,0.19751243244195155,4.225657488392336,7.6571577830941395
841,131471.99999979802,99712.63151063776,0.0,154.88,3560.448848916024,2125.7459508353104,1.141716396722354,0.19687144418689484,4.2433931996766585,7.6915955357328265
842,131471.99999979802,99699.56195526858,0.0,193.6,3557.8838044529416,2107.263630688652,1.1404842420459103,0.19654175689479886,4.25238295803048,7.709241612554054
843,131471.99999979802,99753.13451199059,0.0,56.32,3566.254548780741,2169.2910482841053,1.1446194032189403,0.1976518584040074,4.221311031215843,7.649440934375669
844,131471.99999979802,99681.8636531973,0.0,239.36,3555.0776346600687,2086.510784826229,1.1391007189884155,0.1961708054630958,4.262738861715003,7.729197561160541
845,131471.99999979802,99674.8196812045,0.0,267.52,3552.9660318593487,2071.8782202659113,1.1381252146843943,0.19591103295968632,4.269551908373186,7.742975419028773
